char,division,code,quick_simp,quick_trad,region,details
𬮗,門虍田月,KMJW,,,CJK-E,門{虎头同虎}田月
𬮘,门人,PTen,,,CJK-E,
𬮙,门乙,PDVi,,,CJK-E,门{丆同石}乙
𬮚,门工,PFon,,,CJK-E,
𬮛,门上,PKsn,,,CJK-E,
𬮜,门一大,PFGd,,,CJK-E,
𬮝,门犬,PSan,,,CJK-E,
𬮞,门人丶乙,PTOV,,,CJK-E,
𬮟,门火,PUvn,,,CJK-E,
𬮠,门丁口,PALv,,,CJK-E,
𬮡,门夕卜,PRMo,,,CJK-E,
𬮢,门龷八,PSTb,,,CJK-E,
𬮣,门匚王,PGGv,,,CJK-E,
𬮤,门合,PYen,,,CJK-E,
𬮥,门人人人,PTTT,,,CJK-E,
𬮦,门䒑大,PUGd,,,CJK-E,
𬮧,门氵亡,PIUw,,,CJK-E,
𬮨,门土八,PHTT,,,CJK-E,门土{介下同八}八
𬮩,门丿糸,PQBv,,,CJK-E,
𬮪,门氵小丿,PIMQ,,,CJK-E,
𬮫,门一卄十,PFSD,,,CJK-E,
𬮬,门龶月,PHWv,,,CJK-E,
𬮭,门夫见,PGKx,,,CJK-E,
𬮮,门大丁口,PGAL,,,CJK-E,
𬮯,门土土卜,PHHM,,,CJK-E,
𬮰,门阝丁口,PCAL,,,CJK-E,
𬮱,门覀土,PDHv,,,CJK-E,
𬮲,门覀女,PDCv,,,CJK-E,
𬮳,门口口口,PLLL,,,CJK-E,
𬮴,门立日,PIJv,,,CJK-E,
𬮵,门阝艮,PCVn,,,CJK-E,
𬮶,门一卄巾,PFSM,,,CJK-E,
𬮷,门〢丿,PNQA,,,CJK-E,门〢丿キ
𬮸,门立甲二,PIKS,,,CJK-E,
𬮹,门癶一䒑,PBFU,,,CJK-E,门{登上同又}一䒑
𬮺,阝马,CXmf,,,CJK-E,
𬮻,阝乌,CEwf,,,CJK-E,
𬮼,阝欠,CEif,,,CJK-E,
𬮽,阝丩乚丶,CXXO,,,CJK-E,阝{丩同凵}乚丶
𬮾,阝亻工,CEFo,,,CJK-E,
𬮿,阝山己,CJBj,,,CJK-E,
𬯀,阝文,CPTb,,,CJK-E,阝文{介下同八}
𬯁,阝辛,COxf,,,CJK-E,
𬯂,阝言,CUaf,,,CJK-E,
𬯃,阝氵欠,CIEi,,,CJK-E,
𬯄,阝工土,CSFH,,,CJK-E,阝{右頭}工土
𬯅,阝匚夫丷,CGGU,,,CJK-E,
𬯆,阝日,CJWT,,,CJK-E,阝日{⼓同月}{两撇同彡}
𬯇,阝白土,CEHv,,,CJK-E,
𬯈,𠂤十缶,YDWW,,,CJK-E,𠂤十{⼓同月}缶
𬯉,阝金,CRnf,,,CJK-E,
𬯊,阝厶大彡,CVGT,,,CJK-E,
𬯋,阝其乚,CDXi,,,CJK-E,
𬯌,阝𡗗日,CGJv,,,CJK-E,
𬯍,阝小彐小,CMXM,,,CJK-E,
𬯎,阝口上贝,CLKK,,,CJK-E,
𬯏,阝白水,CEKh,,,CJK-E,
𬯐,阝艹大弓,CSGV,,,CJK-E,
𬯑,阝亻立口,CEIL,,,CJK-E,
𬯒,阝月缶,CWWo,,,CJK-E,
𬯓,阝巾又,CBMB,,,CJK-E,阝{互中同母}巾又
𬯔,阝木日土,CFJH,,,CJK-E,
𬯕,阝日龷十,CJSD,,,CJK-E,
𬯖,阝人丶酉,CTOG,,,CJK-E,
𬯗,阝夕心,CRRY,,,CJK-E,阝{囟框同向}夕心
𬯘,阝厶厶彡,CVVT,,,CJK-E,
𬯙,阝爪又又,CEBB,,,CJK-E,阝爪{マ同又}又
𬯚,阝丷酉大,CUGG,,,CJK-E,
𬯛,阝户丅犬,COAS,,,CJK-E,
𬯜,阝丁口人,CALT,,,CJK-E,
𬯝,阝壬龷心,CESY,,,CJK-E,
𬯞,阝夕巛又,CRVB,,,CJK-E,
𬯟,阝彐夂,CXAE,,,CJK-E,阝彐キ夂
𬯠,阝宀示,COWH,,,CJK-E,阝宀{祭上同月}示
𬯡,阝艹示,CSWH,,,CJK-E,阝艹{祭上同月}示
𬯢,阝酉糹丿,CGBQ,,,CJK-E,
𬯣,阝丁口日,CALJ,,,CJK-E,
𬯤,阝竹臼山,CQRJ,,,CJK-E,
𬯥,阝艹禺田,CSKJ,,,CJK-E,
𬯦,阝罒亠八,CMOT,,,CJK-E,
𬯧,阝一卄,CBFS,,,CJK-E,阝{互中同母}一卄
𬯨,阝幺言幺,CCUC,,,CJK-E,
𬯩,阝丁口貝,CALM,,,CJK-E,
𬯪,隹止,WNii,,,CJK-E,
𬯫,隹冖土,WYHv,,,CJK-E,
𬯬,小兀隹,MHWi,,,CJK-E,
𬯭,隹乂凵十,WWXD,,,CJK-E,
𬯮,巛巴隹,VCWi,,,CJK-E,
𬯯,耂日隹,HJWi,,,CJK-E,
𬯰,隹又礻乚,WBUX,,,CJK-E,
𬯱,冖隹口,YWWL,,,CJK-E,冖隹⺧口
𬯲,屮隹,WXWW,,,CJK-E,{⼓同月}{屮同凵}{⼓同月}隹
𬯳,冖隹匕八,YWRT,,,CJK-E,
𬯴,隹心隹,WYWi,,,CJK-E,
𬯵,貝貝隹,MMWi,,,CJK-E,
𬯶,臼辛隹,ROWi,,,CJK-E,
𬯷,羊工虍隹,UFMW,,,CJK-E,羊工{虎头同虎}隹
𬯸,雨九丶,DYOd,,,CJK-E,
𬯹,雨殳,DQhy,,,CJK-E,
𬯺,雨予,DCuy,,,CJK-E,
𬯻,雨亠巾,DOMj,,,CJK-E,
𬯼,雨禾刂,DRMd,,,CJK-E,
𬯽,雨氵幺乙,DICV,,,CJK-E,
𬯾,雨木十又,DFDB,,,CJK-E,
𬯿,雨日月,DJWv,,,CJK-E,
𬰀,雨氵巳,DIWX,,,CJK-E,雨氵{⼓同月}巳
𬰁,雨文二,DPTS,,,CJK-E,雨文{介下同八}二
𬰂,雨氵土厶,DIHV,,,CJK-E,
𬰃,雨氵末,DIHo,,,CJK-E,
𬰄,雨貝,DDMb,,,CJK-E,雨{丆同石}貝
𬰅,雨人一刂,DTFM,,,CJK-E,
𬰆,雨氵冖乙,DIYV,,,CJK-E,
𬰇,雨矛文,DXPe,,,CJK-E,
𬰈,雨日土寸,DJHA,,,CJK-E,
𬰉,雨田艮,DJVn,,,CJK-E,
𬰊,雨言辶,DUPo,,,CJK-E,
𬰋,雨王木木,DGFF,,,CJK-E,
𬰌,雨人丶刂,DTOM,,,CJK-E,
𬰍,雨女木目,DCFM,,,CJK-E,
𬰎,雨二厶一,DSVF,,,CJK-E,
𬰏,雨亠𧘇口,DOWL,,,CJK-E,
𬰐,雨米丷丿,DPUQ,,,CJK-E,
𬰑,雨口口示,DLLH,,,CJK-E,
𬰒,雨宀丰夫,DODG,,,CJK-E,
𬰓,雨宀示,DOWH,,,CJK-E,雨宀{祭上同月}示
𬰔,雨阝爪心,DCEY,,,CJK-E,
𬰕,雨革馬,DGSm,,,CJK-E,
𬰖,雨臼儿夕,DRQR,,,CJK-E,
𬰗,龶月工丂,HWFS,,,CJK-E,
𬰘,龶月亻工,HWEF,,,CJK-E,
𬰙,非彐,LXvi,,,CJK-E,
𬰚,非立,LIii,,,CJK-E,
𬰛,刀口非,BLLi,,,CJK-E,
𬰜,一口非,FCLL,,,CJK-E,一{五下同韋}口非
𬰝,舟殳非,QQLi,,,CJK-E,
𬰞,非矛夂力,LXEX,,,CJK-E,
𬰟,丂灬非,ISUL,,,CJK-E,{鹿上同鹿}丂灬非
𬰠,末面,HGio,,,CJK-E,
𬰡,面罒夕,GMRk,,,CJK-E,
𬰢,宀心丿面,OYQG,,,CJK-E,
𬰣,氵车斤面,IHEG,,,CJK-E,
𬰤,革纟寸,GVAc,,,CJK-E,
𬰥,革一冂人,GFKT,,,CJK-E,
𬰦,革囗古,GNDg,,,CJK-E,
𬰧,革䒑豕,GUDs,,,CJK-E,
𬰨,革雨二厶,GDSV,,,CJK-E,
𬰩,革艹米,GSWP,,,CJK-E,革艹{⼓同月}米
𬰪,韋一巾,CFMj,,,CJK-E,
𬰫,十戈韋,DGCi,,,CJK-E,
𬰬,韋上下,CKAk,,,CJK-E,
𬰭,韋口巾,CLMj,,,CJK-E,
𬰮,韋爪皿,CEMn,,,CJK-E,
𬰯,韋士乙寸,CHVA,,,CJK-E,
𬰰,韋亠口𧘇,COLW,,,CJK-E,
𬰱,乙干,AVHg,,,CJK-E,キ乙干
𬰲,乙几乂,AVQW,,,CJK-E,キ乙几乂
𬰳,乙卜口,AVML,,,CJK-E,キ乙卜口
𬰴,乙亻寸,AVEA,,,CJK-E,キ乙亻寸
𬰵,乙日乚,AVJX,,,CJK-E,キ乙日乚
𬰶,乙心,AVGY,,,CJK-E,キ乙{專上同車}心
𬰷,乙冖言,AVYU,,,CJK-E,キ乙冖言
𬰸,木缶木乙,FWFV,,,CJK-E,
𬰹,立日由,IJKo,,,CJK-E,
𬰺,立日〢䒑,IJNU,,,CJK-E,
𬰻,立日禾,IJRh,,,CJK-E,
𬰼,立日刀日,IJBJ,,,CJK-E,
𬰽,亻丨夂日,ENEJ,,,CJK-E,
𬰾,立日合冊,IJYN,,,CJK-E,
𬰿,刀貝,BDMb,,,CJK-E,刀{丆同石}貝
𬱀,一貝,FADM,,,CJK-E,一{于下}{丆同石}貝
𬱁,丶水貝,OKDM,,,CJK-E,丶水{丆同石}貝
𬱂,心丿貝,YQDM,,,CJK-E,心丿{丆同石}貝
𬱃,夕口貝,RLDM,,,CJK-E,夕口{丆同石}貝
𬱄,匕丶水貝,ROKM,,,CJK-E,
𬱅,乚西貝,XDDM,,,CJK-E,乚西{丆同石}貝
𬱆,古儿貝,DQDM,,,CJK-E,古儿{丆同石}貝
𬱇,八刀土貝,TBHM,,,CJK-E,
𬱈,囗口又貝,NLBM,,,CJK-E,
𬱉,日彐丿貝,JXQM,,,CJK-E,
𬱊,卄二水貝,SSKM,,,CJK-E,
𬱋,丷夫刀貝,UGBM,,,CJK-E,
𬱌,日彐丿貝,JXQM,,,CJK-E,
𬱍,川貝⺀,QDMS,,,CJK-E,川{丆同石}貝{两点同二}
𬱎,丁貝口,ADML,,,CJK-E,丁{丆同石}貝口
𬱏,立隹貝,IWDM,,,CJK-E,立隹{丆同石}貝
𬱐,一止罒貝,FNMM,,,CJK-E,
𬱑,㗊宀丁貝,LOAM,,,CJK-E,
𬱒,貝冖丶,DMYO,,,CJK-E,{丆同石}貝冖丶
𬱓,九贝,YDKb,,,CJK-E,九{丆同石}贝
𬱔,尤贝,DDKb,,,CJK-E,尤{丆同石}贝
𬱕,冖又贝,YBDK,,,CJK-E,冖又{丆同石}贝
𬱖,由贝,KDKb,,,CJK-E,由{丆同石}贝
𬱗,卜口贝,MLDK,,,CJK-E,卜口{丆同石}贝
𬱘,斤丶贝,EODK,,,CJK-E,斤丶{丆同石}贝
𬱙,丷贝,UADK,,,CJK-E,丷キ{丆同石}贝
𬱚,心丿贝,YQDK,,,CJK-E,心丿{丆同石}贝
𬱛,贝贝,DKDK,,,CJK-E,{丆同石}贝{丆同石}贝
𬱜,一未贝,FHDK,,,CJK-E,一未{丆同石}贝
𬱝,日匕贝,JRDK,,,CJK-E,日匕{丆同石}贝
𬱞,口口贝,LLDK,,,CJK-E,口口{丆同石}贝
𬱟,冖厂乙贝,YSVK,,,CJK-E,
𬱠,舌贝,RDKb,,,CJK-E,舌{丆同石}贝
𬱡,乃木贝,VFDK,,,CJK-E,乃木{丆同石}贝
𬱢,冖车贝,YHDK,,,CJK-E,冖车{丆同石}贝
𬱣,山人丶贝,JTOK,,,CJK-E,
𬱤,七口贝,TALK,,,CJK-E,{卬左同卯}七口贝
𬱥,又用贝,BTDK,,,CJK-E,{マ同又}用{丆同石}贝
𬱦,其贝,DDKb,,,CJK-E,其{丆同石}贝
𬱧,贝十木,DKDF,,,CJK-E,{丆同石}贝十木
𬱨,大电贝,GKDK,,,CJK-E,大电{丆同石}贝
𬱩,囗口又贝,NLBK,,,CJK-E,
𬱪,𠂤十贝,YDDK,,,CJK-E,𠂤十{丆同石}贝
𬱫,宀一龰贝,OFNK,,,CJK-E,
𬱬,厶大彡贝,VGTK,,,CJK-E,
𬱭,革贝,GDKb,,,CJK-E,革{丆同石}贝
𬱮,山幺幺贝,JCCK,,,CJK-E,
𬱯,䒑自贝,UTDK,,,CJK-E,䒑自{丆同石}贝
𬱰,彡不口贝,TDLK,,,CJK-E,
𬱱,羊䒑口贝,UULK,,,CJK-E,
𬱲,白穴方贝,EPOK,,,CJK-E,
𬱳,合口口贝,YLLK,,,CJK-E,
𬱴,風丿車一,RQGF,,,CJK-E,
𬱵,几乂乙,QWAV,,,CJK-E,几乂キ乙
𬱶,几二幺乙,QSCV,,,CJK-E,
𬱷,几乂乙大,QWVG,,,CJK-E,
𬱸,几乂戈乚,QWGX,,,CJK-E,
𬱹,几二丬匕,QSUR,,,CJK-E,
𬱺,夕乙几乂,RVQW,,,CJK-E,
𬱻,立几二,IQSr,,,CJK-E,
𬱼,山己几乂,JBQW,,,CJK-E,
𬱽,几乂龰,QWQN,,,CJK-E,几乂{丿一同竹}龰
𬱾,几乂木木,QWFF,,,CJK-E,
𬱿,几乂戈一,QWGF,,,CJK-E,
𬲀,几乂心,QWWY,,,CJK-E,几乂{⼓同月}心
𬲁,几二十十,QSDD,,,CJK-E,
𬲂,几二人刂,QSTM,,,CJK-E,
𬲃,几二龶糸,QSHB,,,CJK-E,
𬲄,几二穴口,QSPL,,,CJK-E,
𬲅,几乂大小,QWGM,,,CJK-E,
𬲆,几乂矛口,QWXL,,,CJK-E,
𬲇,人一月二,TFWS,,,CJK-E,
𬲈,几二臼八,QSRT,,,CJK-E,
𬲉,乙二白,VSEb,,,CJK-E,
𬲊,非心乙二,LYVS,,,CJK-E,
𬲋,食夫,YGus,,,CJK-E,
𬲌,食一巾,YFMj,,,CJK-E,
𬲍,食八刀,YTBd,,,CJK-E,
𬲎,食毛,YRms,,,CJK-E,
𬲏,十戈食,DGYs,,,CJK-E,
𬲐,食戊乙,YDVi,,,CJK-E,
𬲑,食九日,YYJv,,,CJK-E,
𬲒,食匕矢,YRQi,,,CJK-E,
𬲓,食亻丨夂,YENE,,,CJK-E,
𬲔,食文口,YPLv,,,CJK-E,
𬲕,车斤食,HEYs,,,CJK-E,
𬲖,食丱一八,YXFT,,,CJK-E,食{丱同凵}一八
𬲗,食而女,YSCv,,,CJK-E,
𬲘,食覀女,YDCv,,,CJK-E,
𬲙,食䒑土卄,YUHS,,,CJK-E,
𬲚,食目戈,YDMG,,,CJK-E,食{丆同石}目戈
𬲛,食其斤,YDEj,,,CJK-E,
𬲜,食尚牙,YNHy,,,CJK-E,
𬲝,食八酉寸,YTGA,,,CJK-E,
𬲞,食女卄木,YCSF,,,CJK-E,
𬲟,食皿丱八,YMXT,,,CJK-E,食皿{丱同凵}八
𬲠,食人一心,YTFY,,,CJK-E,
𬲡,食乙乙心,YVVY,,,CJK-E,
𬲢,食土土夕,YHHR,,,CJK-E,
𬲣,食竹目斤,YQME,,,CJK-E,
𬲤,食止土又,YNHB,,,CJK-E,
𬲥,饣卜,RMos,,,CJK-E,
𬲦,饣人,RTes,,,CJK-E,
𬲧,饣一丂,RFSk,,,CJK-E,
𬲨,饣一,RFAu,,,CJK-E,饣一{于下}
𬲩,饣厂乙,RSVi,,,CJK-E,
𬲪,饣人人,RTTe,,,CJK-E,
𬲫,饣卜口,RMLv,,,CJK-E,
𬲬,饣口八,RLTb,,,CJK-E,
𬲭,饣且,RMqs,,,CJK-E,
𬲮,饣七丶,RTAO,,,CJK-E,饣{卬左同卯}七丶
𬲯,饣口,RWLv,,,CJK-E,饣{⼓同月}口
𬲰,饣乙,RQVT,,,CJK-E,饣{丿一同竹}乙{两撇同彡}
𬲱,饣宀匕,RORi,,,CJK-E,
𬲲,饣宀丁,ROAn,,,CJK-E,
𬲳,饣又,RBAv,,,CJK-E,饣又キ
𬲴,饣山口,RJLv,,,CJK-E,
𬲵,饣殳,RWQh,,,CJK-E,饣{⼓同月}殳
𬲶,饣文,RPTb,,,CJK-E,饣文{介下同八}
𬲷,饣艮,RVns,,,CJK-E,
𬲸,饣寸辶,RAPo,,,CJK-E,
𬲹,饣艹亡,RSUw,,,CJK-E,
𬲺,饣爪子,REBi,,,CJK-E,
𬲻,饣丷弓丿,RUVQ,,,CJK-E,
𬲼,饣大电,RGKd,,,CJK-E,
𬲽,饣其,RDqs,,,CJK-E,
𬲾,饣囗古,RNDg,,,CJK-E,
𬲿,饣山石,RJDv,,,CJK-E,
𬳀,饣士口,RWHL,,,CJK-E,饣{⼓同月}士口
𬳁,饣乂月,RWSW,,,CJK-E,饣乂{右頭}月
𬳂,饣又又又,RBBB,,,CJK-E,
𬳃,饣一口田,RFLJ,,,CJK-E,
𬳄,饣十冂十,RDKD,,,CJK-E,
𬳅,饣工月,RSFW,,,CJK-E,饣{右頭}工月
𬳆,饣彳氵亍,RRIA,,,CJK-E,
𬳇,饣宀二日,ROSJ,,,CJK-E,
𬳈,饣口上コ,RLKB,,,CJK-E,饣口上{コ同又}
𬳉,饣日羽,RJXu,,,CJK-E,
𬳊,饣爪臼,RERj,,,CJK-E,
𬳋,饣自心,RTYv,,,CJK-E,
𬳌,饣自犬,RTSa,,,CJK-E,
𬳍,饣广コ古,RUBD,,,CJK-E,饣广{コ同又}古
𬳎,饣目戈,RDMG,,,CJK-E,饣{丆同石}目戈
𬳏,饣艹一人,RSFT,,,CJK-E,
𬳐,饣山宀示,RJOH,,,CJK-E,
𬳑,饣日亠小,RJOM,,,CJK-E,
𬳒,饣癶一䒑,RBFU,,,CJK-E,饣{登上同又}一䒑
𬳓,饣亠隹,ROVW,,,CJK-E,饣亠{纟上同纟}隹
𬳔,饣麻丿厶,RPQV,,,CJK-E,
𬳕,䒑自竹,UTQv,,,CJK-E,
𬳖,䒑自卩,UTTX,,,CJK-E,䒑自{卬左同卯}卩
𬳗,甫䒑自,FUTk,,,CJK-E,
𬳘,䒑自小月,UTMW,,,CJK-E,
𬳙,䒑自广由,UTUK,,,CJK-E,
𬳚,䒑自扌足,UTAN,,,CJK-E,
𬳛,䒑自米夂,UTPE,,,CJK-E,
𬳜,禾日歹,RJDd,,,CJK-E,
𬳝,豕丶禾日,DORJ,,,CJK-E,
𬳞,禾日宀乙,RJOV,,,CJK-E,
𬳟,禾日十贝,RJDK,,,CJK-E,
𬳠,禾火禾日,RURJ,,,CJK-E,
𬳡,禾日大电,RJGK,,,CJK-E,
𬳢,身寸禾日,WARJ,,,CJK-E,
𬳣,禾日亠方,RJOO,,,CJK-E,
𬳤,禾日匚口,RJGL,,,CJK-E,
𬳥,禾日鳥,RJRo,,,CJK-E,
𬳦,禾日人貝,RJTM,,,CJK-E,
𬳧,丿丶日,VQOJ,,,CJK-E,{纟上同纟}丿丶日
𬳨,馬彐,SXvm,,,CJK-E,
𬳩,馬攴,SKum,,,CJK-E,
𬳪,彐丿馬,XQSm,,,CJK-E,
𬳫,馬力力力,SXXX,,,CJK-E,
𬳬,馬一日乂,SFJW,,,CJK-E,
𬳭,冂䒑山馬,KUJS,,,CJK-E,
𬳮,馬亠口小,SOLM,,,CJK-E,
𬳯,馬厶大彡,SVGT,,,CJK-E,
𬳰,馬二欠皿,SSEM,,,CJK-E,
𬳱,馬口上貝,SLKM,,,CJK-E,
𬳲,馬尸羊羊,SBUU,,,CJK-E,
𬳳,马几乂,XQWa,,,CJK-E,
𬳴,马干丷,XHUh,,,CJK-E,
𬳵,马不一,XDFi,,,CJK-E,
𬳶,马冂口,XKLv,,,CJK-E,
𬳷,马瓜,XQum,,,CJK-E,
𬳸,ッ冖马,IYXm,,,CJK-E,{三點同氵}冖马
𬳹,马大一丂,XGFS,,,CJK-E,
𬳺,马一口乂,XFLW,,,CJK-E,
𬳻,马匚王,XGGv,,,CJK-E,
𬳼,马月,XSWv,,,CJK-E,马{右頭}月
𬳽,马儿,XWQr,,,CJK-E,马⺧儿
𬳾,马夕夕,XRRk,,,CJK-E,
𬳿,马人一朩,XTFF,,,CJK-E,
𬴀,马丶艮,XOVn,,,CJK-E,
𬴁,马山厂干,XJSH,,,CJK-E,
𬴂,马非,XLim,,,CJK-E,
𬴃,马丰石,XDDv,,,CJK-E,
𬴄,马日生,XJWg,,,CJK-E,
𬴅,马亠丷方,XOUO,,,CJK-E,
𬴆,马革二,XGSr,,,CJK-E,
𬴇,马木口夫,XFLG,,,CJK-E,
𬴈,马戊上小,XDKM,,,CJK-E,
𬴉,马大丷小,XGUM,,,CJK-E,
𬴊,马米夕ヰ,XPRA,,,CJK-E,马米夕キ
𬴋,马十戈王,XDGG,,,CJK-E,
𬴌,马艹冖豕,XSYD,,,CJK-E,
𬴍,马鹿灬,XIUh,,,CJK-E,
𬴎,马十口木,XDLF,,,CJK-E,
𬴏,马宀足,XOSN,,,CJK-E,马宀{冓上同艹}足
𬴐,马艹口隹,XSLW,,,CJK-E,
𬴑,王卄骨,GSMg,,,CJK-E,
𬴒,骨八人口,MTTL,,,CJK-E,
𬴓,竹馬骨,QSMg,,,CJK-E,
𬴔,高儿,PQrg,,,CJK-E,
𬴕,高山乙,PJVi,,,CJK-E,
𬴖,亠〢二匕,ONSR,,,CJK-E,
𬴗,丶丌二丂,OASS,,,CJK-E,
𬴘,丶丌二丅,OASA,,,CJK-E,
𬴙,日丿卄高,JQSP,,,CJK-E,
𬴚,高宀示,POHs,,,CJK-E,
𬴛,一口冂ヰ,FLKA,,,CJK-E,一口冂キ
𬴜,丶丌二不,OASD,,,CJK-E,
𬴝,高土土兀,PHHH,,,CJK-E,
𬴞,高足,PNNv,,,CJK-E,高{尚头同尚}足
𬴟,高竹彐,PQXA,,,CJK-E,高竹彐キ
𬴠,丶丌二日,OASJ,,,CJK-E,
𬴡,丶丌二乙,OASV,,,CJK-E,
𬴢,丶丌二日,OASJ,,,CJK-E,
𬴣,丶丌二禺,OASK,,,CJK-E,
𬴤,丶丌二大,OASG,,,CJK-E,
𬴥,丶丌二虫,OASK,,,CJK-E,
𬴦,丶丌二王,OASG,,,CJK-E,
𬴧,髟一卄,HFSv,,,CJK-E,{髟同長}一卄
𬴨,髟七丿兀,HAQH,,,CJK-E,{髟同長}七丿兀
𬴩,髟冖𧘇,HYWy,,,CJK-E,{髟同長}冖𧘇
𬴪,髟宀木,HOFv,,,CJK-E,{髟同長}宀木
𬴫,髟木木,HFFv,,,CJK-E,{髟同長}木木
𬴬,髟小冂口,HMKL,,,CJK-E,{髟同長}小冂口
𬴭,髟犭虫,HRKv,,,CJK-E,{髟同長}犭虫
𬴮,髟目,HBMv,,,CJK-E,{髟同長}{眉上同尸}目
𬴯,髟广䒑八,HUUT,,,CJK-E,{髟同長}广䒑八
𬴰,鬥冂䒑山,NKUJ,,,CJK-E,
𬴱,鬥艹罒丶,NSMO,,,CJK-E,
𬴲,一口冂又,FLKB,,,CJK-E,
𬴳,一口口丨,FLLN,,,CJK-E,
𬴴,一口冂口,FLKL,,,CJK-E,
𬴵,一口冂又,FLKB,,,CJK-E,
𬴶,一口冂辰,FLKS,,,CJK-E,
𬴷,木目一丨,FMFN,,,CJK-E,
𬴸,弓土干丨,VHHN,,,CJK-E,
𬴹,弓爪木丨,VEFN,,,CJK-E,
𬴺,弓米巳丨,VPXN,,,CJK-E,
𬴻,弓米亠丨,VPON,,,CJK-E,
𬴼,弓日一丨,VJFN,,,CJK-E,
𬴽,鬼七,WAiu,,,CJK-E,
𬴾,土儿上,RHQK,,,CJK-E,{向框同向}土儿上
𬴿,鬼耳,WAru,,,CJK-E,
𬵀,土儿車,RHQG,,,CJK-E,{向框同向}土儿車
𬵁,魚丂,TSky,,,CJK-E,
𬵂,魚卜,TMoy,,,CJK-E,
𬵃,魚大,TGdy,,,CJK-E,
𬵄,九丶魚,YOTy,,,CJK-E,
𬵅,日魚,JTy,,,CJK-E,
𬵆,魚水,TKhy,,,CJK-E,
𬵇,魚戊,TDwy,,,CJK-E,
𬵈,魚囗コ,TNBu,,,CJK-E,魚囗{コ同又}
𬵉,魚皿,TMny,,,CJK-E,
𬵊,魚入小,TRMa,,,CJK-E,
𬵋,氵丁魚,IATy,,,CJK-E,
𬵌,魚丶水,TOKh,,,CJK-E,
𬵍,魚土也,THCy,,,CJK-E,
𬵎,魚囗巾,TNMj,,,CJK-E,
𬵏,魚舌,TRey,,,CJK-E,
𬵐,魚广土,TUHv,,,CJK-E,
𬵑,魚刀辶,TBPo,,,CJK-E,
𬵒,魚車,TGjy,,,CJK-E,
𬵓,魚口口丨,TLLN,,,CJK-E,
𬵔,魚足,TNvy,,,CJK-E,
𬵕,魚亻宀匕,TEOR,,,CJK-E,
𬵖,魚厶矢,TVQi,,,CJK-E,
𬵗,魚雨,TDyy,,,CJK-E,
𬵘,魚艹几二,TSQS,,,CJK-E,
𬵙,土儿魚,RHQT,,,CJK-E,{向框同向}土儿魚
𬵚,魚竹二,TQSr,,,CJK-E,
𬵛,魚广彐人,TUXT,,,CJK-E,
𬵜,魚一冂女,TFKC,,,CJK-E,
𬵝,魚田匕匕,TJRR,,,CJK-E,
𬵞,魚片爿一,TTXF,,,CJK-E,
𬵟,魚广卄又,TUSB,,,CJK-E,
𬵠,魚十冖糸,TDYB,,,CJK-E,
𬵡,魚龶糸,THBv,,,CJK-E,
𬵢,魚戊一火,TDFU,,,CJK-E,
𬵣,魚艹土寸,TSHA,,,CJK-E,
𬵤,魚扌立女,TAIC,,,CJK-E,
𬵥,魚山日匕,TJJR,,,CJK-E,
𬵦,魚艹甫,TSFu,,,CJK-E,
𬵧,魚巾隹,TMWi,,,CJK-E,
𬵨,魚宀心山,TOYJ,,,CJK-E,
𬵩,魚羽人彡,TXTT,,,CJK-E,
𬵪,魚心,TGYv,,,CJK-E,魚{專上同車}心
𬵫,魚田龷八,TJST,,,CJK-E,
𬵬,魚門木,TKFv,,,CJK-E,
𬵭,魚竹干干,TQHH,,,CJK-E,
𬵮,魚土羊辶,THUP,,,CJK-E,
𬵯,魚一彐辶,TFXP,,,CJK-E,
𬵰,魚足儿二,TNQS,,,CJK-E,
𬵱,魚氵䒑幺,TIUC,,,CJK-E,
𬵲,魚一大鬼,TFGW,,,CJK-E,
𬵳,魚艹罒夕,TSMR,,,CJK-E,
𬵴,魚卝乙灬,TSVU,,,CJK-E,
𬵵,魚豕,TPDs,,,CJK-E,魚{高上同高}豕
𬵶,魚甫方夂,TFOE,,,CJK-E,
𬵷,魚丬匕八,TURT,,,CJK-E,
𬵸,魚艹口丂,TSLS,,,CJK-E,
𬵹,魚亠二𧘇,TOSW,,,CJK-E,
𬵺,魚白匕耳,TERA,,,CJK-E,
𬵻,魚𠂤止巾,TYNM,,,CJK-E,
𬵼,冂乂魚,TKWT,,,CJK-E,{卬左同卯}冂乂魚
𬵽,魚匕目貝,TRMM,,,CJK-E,
𬵾,魚竹十干,TQDH,,,CJK-E,
𬵿,魚艹門丷,TSKU,,,CJK-E,
𬶀,鱼刂,QMdy,,,CJK-E,
𬶁,鱼人,QTey,,,CJK-E,
𬶂,鱼土,QHvy,,,CJK-E,
𬶃,鱼大,QGdy,,,CJK-E,
𬶄,鱼丶,QWOd,,,CJK-E,鱼{⼓同月}丶
𬶅,鱼牙,QHyy,,,CJK-E,
𬶆,鱼丰,QDny,,,CJK-E,
𬶇,鱼人,QTTb,,,CJK-E,鱼人{介下同八}
𬶈,鱼月,QWvy,,,CJK-E,
𬶉,鱼十,QQDh,,,CJK-E,鱼{丿一同竹}十
𬶊,鱼二丶,QSBO,,,CJK-E,鱼二{互中同母}丶
𬶋,鱼口,QWLv,,,CJK-E,鱼{⼓同月}口
𬶌,鱼亻弋,QEGy,,,CJK-E,
𬶍,鱼宀匕,QORi,,,CJK-E,
